# Rupture EoM solution (Garagash 2021 / Fryer et al.)
#
# a_over_b = 1
# Delta_f0_over_b_i = 1
# rs_type = slip
# V0_over_Vs = 1.000000e-10
# df_dts = 0.000000e+00
# bar_v0_over_cs = 3.678794e-11
# V_min = 2.138
# l_ini_over_lb = 1.000000e+00
# l_fin_over_lb = 1.000000e+03
# stop_reason = 1
#
t_over_ts,l_over_lb,vr_over_cs,V_eff_over_V0,df0_over_b
7.65394089e-01,5.21588024e+00,2.76874009e-08,1.10749604e+03,1.00000000e+00
7.65447941e-01,5.23095272e+00,2.82951104e-08,1.13180442e+03,1.00000000e+00
7.65500635e-01,5.24602519e+00,2.89163262e-08,1.15665305e+03,1.00000000e+00
7.65552198e-01,5.26109766e+00,2.95513512e-08,1.18205405e+03,1.00000000e+00
7.65602582e-01,5.27614913e+00,3.01995806e-08,1.20798322e+03,1.00000000e+00
7.65651885e-01,5.29120061e+00,3.08622048e-08,1.23448819e+03,1.00000000e+00
7.65700130e-01,5.30625208e+00,3.15395462e-08,1.26158185e+03,1.00000000e+00
7.65747338e-01,5.32130355e+00,3.22319344e-08,1.28927738e+03,1.00000000e+00
7.65793416e-01,5.33631694e+00,3.29378963e-08,1.31751585e+03,1.00000000e+00
7.65838507e-01,5.35133033e+00,3.36595066e-08,1.34638026e+03,1.00000000e+00
7.65882630e-01,5.36634372e+00,3.43971149e-08,1.37588460e+03,1.00000000e+00
7.65925808e-01,5.38135710e+00,3.51510791e-08,1.40604317e+03,1.00000000e+00
7.65968002e-01,5.39635008e+00,3.59207056e-08,1.43682822e+03,1.00000000e+00
7.66009292e-01,5.41134305e+00,3.67073805e-08,1.46829522e+03,1.00000000e+00
7.66049698e-01,5.42633603e+00,3.75114847e-08,1.50045939e+03,1.00000000e+00
7.66089237e-01,5.44132900e+00,3.83334076e-08,1.53333630e+03,1.00000000e+00
7.66127880e-01,5.45630317e+00,3.91724821e-08,1.56689928e+03,1.00000000e+00
